state,county,auction_source,auction_source_status,tax_certificate_source,tax_certificate_source_status,laft_source,laft_source_status,gis_source,gis_source_status,property_appraiser_source,recorded_document_source,public_record_request_source,property_appraiser_name,property_appraiser_url,property_appraiser_verification_status,acquisition_method
FL,Putnam,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Santa Rosa,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Sarasota,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Seminole,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,St. Johns,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, Pioneer TaxSmart) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,St. Lucie,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Sumter,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Suwannee,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Taylor,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Union,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, HTML) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Volusia,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, PDF) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)",Volusia County Property Appraiser's Office (vcpa.vcgov.org) - DISCOVERED (official government source identified this phase; no Terms of Use/robots.txt review performed; automated ingestion not authorized by this entry),UNKNOWN,UNKNOWN,Volusia County Property Appraiser's Office,vcpa.vcgov.org,"VERIFIED_PHASE35 (live web research, 2026-09-15 - see claude/phase-35-county-source-of-truth-catalog.md)",OFFICIAL_PUBLIC_SEARCH
FL,Wakulla,UNKNOWN,UNKNOWN,LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)",UNKNOWN,UNKNOWN,"FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Walton,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, Pioneer TaxSmart) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
FL,Washington,RealAuction/RealForeclose (fl_realauction) - see data/realauction_counties.csv,"APPROVED (grandfathered, not formally rights-audited - see registry.py)",LienHub/TaxCertSale/other (fl_lienhub_certificates) - see data/florida_certificate_sale_platforms.csv,"APPROVED (grandfathered, not formally rights-audited)","fl_laft_pdfs (county clerk, realTDM) - see data/laft_*.csv","APPROVED (grandfathered, not formally rights-audited)","FDOR Statewide Cadastral FeatureServer (statewide, all 67 counties, one source) - see claude/parcel-enrichment-and-gis-plan.md","DISCOVERED (public ArcGIS FeatureServer, no formal rights review performed)","UNKNOWN (not individually verified this phase - FL Constitution Art. VIII requires each county have a Property Appraiser office, but no per-county URL/rights review has been done)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"MECHANISM_CONFIRMED_NOT_EXTRACTED (Florida DOR's statewide Local Officials directory, floridarevenue.com/property/Pages/LocalOfficials.aspx, confirmed live Phase 35 to link every county's Property Appraiser/Tax Collector/Value Adjustment Board via dropdown menus - not a static, per-county linkable list this phase could extract in bulk; this county's specific destination URL was not individually fetched this phase)",OFFICIAL_PUBLIC_SEARCH
