state,county,source_id,source_name,category,acquisition_mechanism,adapter_implemented,discovery_status,verification_status,technical_status,technical_testing_permitted,authorization_status,production_status,records_observed_at_source,records_seen,records_acquired,coverage_percentage,last_success,failure_reason,notes
FL,Okeechobee,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Okeechobee,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Orange,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Orange,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Orange,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Osceola,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Osceola,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Osceola,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Palm Beach,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Palm Beach,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Palm Beach,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Palm Beach,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Pasco,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Pasco,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Pasco,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Pasco,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Pinellas,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Pinellas,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Pinellas,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Pinellas,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Polk,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Polk,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Polk,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Polk,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Putnam,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Putnam,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Putnam,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Putnam,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Santa Rosa,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Santa Rosa,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Santa Rosa,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Santa Rosa,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Sarasota,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Sarasota,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Sarasota,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Sarasota,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Seminole,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Seminole,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Seminole,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Seminole,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,St. Johns,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,St. Johns,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,St. Johns,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,St. Johns,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,St. Lucie,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,St. Lucie,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,St. Lucie,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Sumter,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Sumter,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Sumter,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Suwannee,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Suwannee,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Suwannee,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Taylor,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Taylor,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Taylor,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Union,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Union,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Union,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Volusia,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Volusia,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Volusia,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Volusia,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Wakulla,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Wakulla,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Walton,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Walton,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Walton,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Walton,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
FL,Washington,fl_realauction,Florida RealAuction/RealForeclose county sites,AUCTION|AUCTION_DATE|OPENING_BID|CASE_NUMBER,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Washington,fl_lienhub_certificates,LienHub tax certificate sales,TAX_CERTIFICATE|ASSESSED_VALUE|OWNERSHIP,HTML_PUBLIC_SEARCH,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,UNKNOWN,NOT_ENABLED,,0,0,,,UNKNOWN,
FL,Washington,fl_laft_pdfs,Florida Lands Available for Taxes (LAFT) - per-county PDF lists,TAX_SALE|PARCEL_APN|LEGAL_DESCRIPTION,DOCUMENT_PDF,NO,DISCOVERED,CONTENT_VERIFIED,TECHNICAL_ACQUISITION_SUCCESS,YES,APPROVED,ENABLED,,0,0,,,,
FL,Washington,fl_dor_statewide,"Florida Department of Revenue Property Tax Data Portal (statewide NAL/NAP assessment rolls, sales files, GIS)",ASSESSMENT|JUST_VALUE|SALES_HISTORY|GIS,ARCGIS_REST,YES,DISCOVERED,MECHANISM_CONFIRMED,TECHNICAL_ACQUISITION_READY,YES,LEGAL_REVIEW_REQUIRED,NOT_ENABLED,,0,0,,,LEGAL_REVIEW_REQUIRED,
